i,t,m,Females 00-00,Females 01-04,Females 05-09,Females 10-14,Females 15-19,Females 20-29,Females 30-49,Females 50-59,Females 60-99,Males 00-00,Males 01-04,Males 05-09,Males 10-14,Males 15-19,Males 20-29,Males 30-49,Males 50-59,Males 60-99,boys,girls,log HSize,men,women
70400/08,2016-17,Eastern,0,2,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,4,2,2.197224577,1,2
70400/09,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70400/10,2016-17,Eastern,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2,1.791759469,1,1
70400/14,2016-17,Eastern,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,0,1
70400/15,2016-17,Eastern,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.386294361,1,2
70401/01,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,1.386294361,0,1
70401/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70401/03,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70401/04,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70401/06,2016-17,Eastern,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1.609437912,1,1
70401/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70401/09,2016-17,Eastern,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1.609437912,0,1
70401/10,2016-17,Eastern,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70401/11,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70401/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70401/13,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1.098612289,1,1
70401/14,2016-17,Eastern,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,1.791759469,0,2
70401/15,2016-17,Eastern,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,3,2,1.945910149,1,1
70402/01,2016-17,Eastern,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1.609437912,1,1
70402/03,2016-17,Eastern,0,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,3,2.079441542,1,3
70402/04,2016-17,Eastern,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1.609437912,1,1
70402/05,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70402/06,2016-17,Eastern,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.609437912,1,2
70402/07,2016-17,Eastern,0,0,1,0,1,1,0,1,0,0,2,0,0,0,1,0,1,0,2,2,2.079441542,2,2
70402/08,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70402/09,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70402/10,2016-17,Eastern,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70402/11,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1.386294361,1,1
70402/12,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70402/13,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70402/14,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70402/15,2016-17,Eastern,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1.609437912,1,1
70403/01,2016-17,Eastern,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,0,1
70403/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70403/03,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70403/04,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70403/05,2016-17,Eastern,0,0,0,2,2,0,1,0,0,0,0,0,2,1,0,0,0,0,3,4,2.079441542,0,1
70403/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70403/08,2016-17,Eastern,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,1,0
70403/09,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70403/10,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70403/11,2016-17,Eastern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,1,0
70403/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70403/13,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70403/14,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1.098612289,2,1
70403/15,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70404/01,2016-17,Eastern,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,2,3,1.945910149,1,1
70404/02,2016-17,Eastern,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.098612289,0,2
70404/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70404/04,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70404/05,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70404/06,2016-17,Eastern,0,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1.945910149,1,4
70404/07,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70404/08,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70404/09,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,1.386294361,0,1
70404/10,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70404/11,2016-17,Eastern,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70404/12,2016-17,Eastern,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1.791759469,2,1
70404/13,2016-17,Eastern,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,3,2,1.945910149,1,1
70404/15,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,3,1,1.791759469,1,1
70405/01,2016-17,Eastern,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289,1,2
70405/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70405/03,2016-17,Eastern,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1.609437912,1,2
70405/04,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471806,1,1
70405/05,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70405/06,2016-17,Eastern,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,2,2,1.791759469,1,1
70405/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70405/08,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
70405/09,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70405/11,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70405/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70405/13,2016-17,Eastern,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,2,1.791759469,1,1
70405/14,2016-17,Eastern,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1.945910149,2,2
70405/15,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1.098612289,1,0
70406/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70406/02,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70406/03,2016-17,Eastern,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,1.609437912,0,1
70406/04,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1.098612289,0,1
70406/05,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70406/06,2016-17,Eastern,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1.609437912,1,1
70406/07,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70406/08,2016-17,Eastern,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,2,1.945910149,1,2
70406/10,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70406/11,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70406/12,2016-17,Eastern,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70406/13,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,1.386294361,0,1
70406/14,2016-17,Eastern,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1.609437912,0,3
70407/02,2016-17,Eastern,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1.609437912,1,1
70407/03,2016-17,Eastern,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70407/04,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,0,2,0,2,2,1,0,0,3,1,2.197224577,4,1
70407/05,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70407/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70407/08,2016-17,Eastern,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70407/09,2016-17,Eastern,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.386294361,1,1
70407/10,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70407/11,2016-17,Eastern,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70407/14,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.6931471806,0,1
70407/15,2016-17,Eastern,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.098612289,0,2
70408/01,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806,0,1
70408/02,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1.386294361,0,1
70408/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70408/04,2016-17,Eastern,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70408/06,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70408/09,2016-17,Eastern,0,1,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,3,1.945910149,0,2
70408/10,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70408/12,2016-17,Eastern,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.386294361,1,2
70408/14,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1.386294361,2,1
70408/15,2016-17,Eastern,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1.609437912,0,2
70409/01,2016-17,Eastern,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1.609437912,1,2
70409/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70409/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70409/04,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70409/05,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,1.386294361,0,1
70409/06,2016-17,Eastern,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.386294361,1,2
70409/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70409/08,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,1,1.609437912,1,1
70409/09,2016-17,Eastern,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1.609437912,0,2
70409/10,2016-17,Eastern,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,2,1.791759469,0,2
70409/11,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70409/12,2016-17,Eastern,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70409/13,2016-17,Eastern,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.098612289,0,2
70409/14,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471806,0,1
70409/15,2016-17,Eastern,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2,1.609437912,1,1
70410/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70410/04,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1.609437912,4,1
70410/05,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70410/06,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70410/07,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361,2,1
70410/08,2016-17,Eastern,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1.386294361,2,1
70410/09,2016-17,Eastern,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70410/10,2016-17,Eastern,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1.791759469,1,1
70410/11,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70410/12,2016-17,Eastern,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.609437912,2,3
70410/13,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,3,0,1.791759469,1,2
70410/14,2016-17,Eastern,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1.609437912,0,1
70411/01,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70411/02,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1.386294361,0,1
70411/04,2016-17,Eastern,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1.791759469,3,2
70411/06,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70411/07,2016-17,Eastern,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1.609437912,2,1
70411/08,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70411/10,2016-17,Eastern,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.386294361,0,1
70411/11,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
70411/12,2016-17,Eastern,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1.791759469,2,2
70411/13,2016-17,Eastern,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,2,1.791759469,1,1
70411/14,2016-17,Eastern,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70411/15,2016-17,Eastern,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1.609437912,1,1
70412/01,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1.098612289,0,1
70412/03,2016-17,Eastern,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70412/04,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70412/05,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1.098612289,0,1
70412/06,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70412/07,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1.098612289,0,1
70412/08,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70412/09,2016-17,Eastern,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289,0,1
70412/10,2016-17,Eastern,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,2,1.791759469,1,1
70412/11,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70412/12,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70412/13,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,2,0,1.609437912,2,1
70412/15,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.6931471806,0,1
70413/01,2016-17,Eastern,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.386294361,0,2
70413/02,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70413/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70413/04,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70413/05,2016-17,Eastern,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70413/06,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1.386294361,2,1
70413/07,2016-17,Eastern,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,1,1.609437912,0,2
70413/08,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70413/10,2016-17,Eastern,0,0,1,0,1,0,1,0,0,0,1,0,2,0,2,0,1,0,3,1,2.197224577,3,2
70413/11,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70413/12,2016-17,Eastern,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,1.609437912,1,1
70413/13,2016-17,Eastern,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.386294361,1,3
70414/02,2016-17,Eastern,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,2,3
70414/03,2016-17,Eastern,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1.945910149,4,2
70414/04,2016-17,Eastern,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1.386294361,1,2
70414/05,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70414/06,2016-17,Eastern,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1.386294361,0,1
70414/07,2016-17,Eastern,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.386294361,0,1
70414/08,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70414/09,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361,1,1
70414/10,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70414/11,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1.609437912,2,1
70414/12,2016-17,Eastern,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70414/13,2016-17,Eastern,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,2,2,1.945910149,2,1
70414/14,2016-17,Eastern,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,2,1.945910149,2,1
70414/15,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70415/01,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,1,1.609437912,1,1
70415/02,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70415/03,2016-17,Eastern,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.609437912,1,2
70415/04,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70415/05,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70415/06,2016-17,Eastern,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70415/07,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1.098612289,1,1
70415/08,2016-17,Eastern,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,3,0,1.609437912,0,2
70415/09,2016-17,Eastern,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,1,0,0,2.079441542,6,2
70415/10,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70415/11,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70415/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6931471806,2,0
70415/13,2016-17,Eastern,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70415/14,2016-17,Eastern,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70415/15,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6931471806,1,1
70416/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70416/02,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70416/03,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289,0,1
70416/04,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70416/06,2016-17,Eastern,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,4,2.079441542,2,2
70416/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70416/08,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,1.609437912,2,1
70416/09,2016-17,Eastern,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.098612289,1,1
70416/10,2016-17,Eastern,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70416/12,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70416/13,2016-17,Eastern,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.386294361,0,1
70416/15,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70417/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70417/02,2016-17,Eastern,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70417/03,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
