i,t,m,women,men,boys,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
11378,2018,diourbel,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.098612289,0
11379,2018,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1138,2018,dakar,2,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1.791759469,0
1139,2018,dakar,1,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0
11391,2018,diourbel,5,1,2,6,2,1,0,2,0,2,0,2,0,2,1,1,0,1,2.63905733,0
113910,2018,diourbel,3,3,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2,2,2.079441542,0
113911,2018,diourbel,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.098612289,0
113912,2018,diourbel,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.098612289,0
11392,2018,diourbel,3,0,2,6,0,1,0,1,2,2,0,2,0,0,0,2,0,1,2.397895273,0
11393,2018,diourbel,4,0,2,3,1,2,0,1,0,0,1,0,0,3,0,1,0,0,2.197224577,0
11394,2018,diourbel,4,0,2,6,0,2,1,2,1,1,0,1,0,1,0,1,0,1,2.48490665,0
11395,2018,diourbel,1,1,0,3,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1.609437912,0
11396,2018,diourbel,2,0,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,1.791759469,0
11397,2018,diourbel,1,3,3,3,0,0,0,2,1,1,3,0,1,0,0,1,1,0,2.302585093,0
11398,2018,diourbel,4,6,6,4,1,0,2,2,3,0,0,3,1,0,3,2,2,1,2.995732274,0
11399,2018,diourbel,7,4,14,7,2,2,2,4,6,0,4,2,2,1,1,4,1,1,3.465735903,0
11411,2018,diourbel,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1.386294361,0
114110,2018,diourbel,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1.098612289,0
114111,2018,diourbel,8,3,4,4,0,1,1,1,3,1,0,1,2,3,0,5,1,0,2.944438979,0
11412,2018,diourbel,1,2,1,2,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1.791759469,0
11413,2018,diourbel,5,4,4,3,0,1,3,1,1,1,0,0,2,3,0,1,2,1,2.772588722,0
11414,2018,diourbel,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1.609437912,0
11415,2018,diourbel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
11416,2018,diourbel,2,2,1,4,0,0,1,0,0,1,0,4,1,0,1,1,0,0,2.197224577,0
11417,2018,diourbel,3,0,3,1,1,0,2,0,0,1,0,0,0,2,0,1,0,0,1.945910149,0
11418,2018,diourbel,2,2,3,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,2.079441542,0
11419,2018,diourbel,4,3,4,6,0,3,4,1,0,2,0,0,1,2,1,2,1,0,2.833213344,0
11431,2018,diourbel,2,6,4,3,1,0,2,2,1,0,1,1,2,1,3,1,0,0,2.708050201,0
114310,2018,diourbel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114311,2018,diourbel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0
114312,2018,diourbel,3,1,2,3,1,2,1,0,0,0,0,1,1,2,0,0,0,1,2.197224577,0
11432,2018,diourbel,5,4,5,2,0,1,2,1,1,0,4,0,1,2,0,3,1,0,2.772588722,0
11433,2018,diourbel,3,0,4,2,1,1,3,1,0,0,0,0,0,1,0,2,0,0,2.197224577,0
11434,2018,diourbel,2,0,1,5,0,0,0,3,1,0,0,2,0,0,0,1,0,1,2.079441542,0
11435,2018,diourbel,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1.609437912,0
11436,2018,diourbel,3,1,2,2,0,0,0,0,0,1,2,1,0,2,1,1,0,0,2.079441542,0
11437,2018,diourbel,3,0,3,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,1.791759469,0
11438,2018,diourbel,1,2,3,2,0,0,0,1,1,1,2,0,1,0,1,1,0,0,2.079441542,0
11439,2018,diourbel,1,1,1,3,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1.791759469,0
11451,2018,diourbel,4,5,4,5,0,2,3,3,0,0,2,0,3,3,0,1,1,0,2.890371758,1
114510,2018,diourbel,5,3,2,3,1,0,0,3,0,0,1,0,2,0,1,4,0,1,2.564949357,1
114511,2018,diourbel,1,1,4,1,1,0,2,0,1,1,0,0,0,1,0,0,1,0,1.945910149,1
114512,2018,diourbel,1,0,0,4,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1.609437912,1
11452,2018,diourbel,5,2,0,3,0,1,0,1,0,1,0,0,1,2,0,2,1,1,2.302585093,1
11453,2018,diourbel,2,2,3,4,0,0,0,2,2,2,1,0,1,0,0,2,1,0,2.397895273,1
11454,2018,diourbel,4,1,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,2,1.945910149,1
11455,2018,diourbel,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1.609437912,1
11456,2018,diourbel,4,2,4,4,1,1,0,2,2,1,1,0,0,1,1,2,1,1,2.63905733,1
11457,2018,diourbel,4,2,0,5,0,2,0,0,0,0,0,3,0,1,2,2,0,1,2.397895273,1
11458,2018,diourbel,3,1,2,9,0,4,1,3,1,1,0,1,0,1,0,1,1,1,2.708050201,1
11459,2018,diourbel,1,1,4,1,2,0,0,1,2,0,0,0,0,0,1,1,0,0,1.945910149,1
11471,2018,diourbel,2,2,3,3,1,1,0,1,1,1,1,0,0,2,1,0,1,0,2.302585093,1
114710,2018,diourbel,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1.609437912,1
114711,2018,diourbel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
114712,2018,diourbel,3,4,5,2,2,0,1,1,1,1,1,0,3,2,0,1,1,0,2.63905733,1
11472,2018,diourbel,3,2,8,1,2,1,2,0,4,0,1,0,0,0,1,2,0,1,2.63905733,1
11473,2018,diourbel,2,2,4,3,1,0,1,3,0,0,3,0,0,0,1,2,0,0,2.397895273,1
11474,2018,diourbel,7,1,4,6,2,1,1,3,0,1,1,1,0,3,1,3,0,1,2.890371758,1
11475,2018,diourbel,3,4,5,1,2,0,1,1,1,0,2,0,2,1,0,0,1,2,2.564949357,1
11476,2018,diourbel,1,1,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912,1
11477,2018,diourbel,2,2,4,1,0,0,1,0,2,0,1,1,1,0,0,1,1,1,2.197224577,1
11478,2018,diourbel,5,6,7,12,1,3,3,5,3,3,0,1,3,2,2,2,1,1,3.401197382,1
11479,2018,diourbel,3,3,2,2,1,2,1,0,0,0,0,0,0,2,2,0,1,1,2.302585093,1
11481,2018,diourbel,3,4,1,0,1,0,0,0,0,0,0,0,2,2,1,0,1,1,2.079441542,0
114810,2018,diourbel,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1.386294361,0
114811,2018,diourbel,2,1,2,4,0,2,1,1,1,1,0,0,0,0,1,2,0,0,2.197224577,0
114812,2018,diourbel,2,1,2,2,0,0,0,2,1,0,1,0,0,1,1,1,0,0,1.945910149,0
11482,2018,diourbel,3,3,1,2,1,2,0,0,0,0,0,0,1,2,1,1,1,0,2.197224577,0
11483,2018,diourbel,3,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1.609437912,0
11484,2018,diourbel,1,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1.386294361,0
11485,2018,diourbel,5,1,4,5,1,0,1,2,1,2,1,1,0,3,0,1,1,1,2.708050201,0
11486,2018,diourbel,3,1,3,1,1,0,1,1,1,0,0,0,1,2,0,1,0,0,2.079441542,0
11487,2018,diourbel,2,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1.609437912,0
11488,2018,diourbel,1,1,0,3,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1.609437912,0
11489,2018,diourbel,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1.609437912,0
11501,2018,diourbel,4,3,4,2,2,2,1,0,0,0,1,0,2,3,0,0,1,1,2.564949357,0
115010,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806,0
115011,2018,diourbel,3,2,2,2,1,0,1,0,0,1,1,1,0,0,0,1,1,2,2.197224577,0
115012,2018,diourbel,3,1,0,2,0,0,0,0,0,1,0,1,0,0,1,3,0,0,1.791759469,0
11502,2018,diourbel,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1.386294361,0
11503,2018,diourbel,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.386294361,0
11504,2018,diourbel,5,7,5,7,2,2,0,3,2,0,1,3,5,1,2,2,0,1,3.17805383,0
11505,2018,diourbel,5,4,6,3,2,0,2,2,2,1,0,0,2,2,1,1,1,2,2.890371758,0
11506,2018,diourbel,1,1,2,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1.791759469,0
11507,2018,diourbel,6,8,5,10,1,5,2,1,1,2,1,2,2,2,5,1,1,3,3.36729583,0
11508,2018,diourbel,1,1,5,4,1,0,2,0,2,3,0,1,0,0,0,1,1,0,2.397895273,0
11509,2018,diourbel,1,1,3,4,0,0,2,1,1,2,0,1,0,0,0,1,1,0,2.197224577,0
1151,2018,dakar,4,7,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1,1,2.397895273,0
11510,2018,dakar,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
11511,2018,dakar,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1.609437912,0
11512,2018,dakar,3,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1.945910149,0
1152,2018,dakar,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0
11521,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806,0
115210,2018,diourbel,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1.609437912,0
115211,2018,diourbel,3,2,4,5,0,2,2,1,2,1,0,1,0,1,2,1,0,1,2.63905733,0
115212,2018,diourbel,3,2,1,2,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2.079441542,0
11522,2018,diourbel,2,1,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1.791759469,0
11523,2018,diourbel,1,1,1,4,0,1,1,2,0,1,0,0,0,1,1,0,0,0,1.945910149,0
11524,2018,diourbel,4,2,5,2,1,0,2,0,2,1,1,2,0,1,0,2,1,0,2.564949357,0
11525,2018,diourbel,2,2,2,1,1,0,1,0,0,0,1,2,1,0,0,1,0,0,1.945910149,0
11526,2018,diourbel,3,3,3,1,1,0,0,0,1,1,2,0,1,0,1,2,0,1,2.302585093,0
11527,2018,diourbel,2,1,1,4,0,1,0,3,1,0,0,0,0,1,0,1,1,0,2.079441542,0
11528,2018,diourbel,2,3,2,2,0,0,2,0,0,0,0,2,1,1,1,0,1,1,2.197224577,0
11529,2018,diourbel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1153,2018,dakar,2,1,1,2,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1.791759469,0
1154,2018,dakar,1,1,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1.609437912,0
11541,2018,diourbel,2,0,2,3,0,1,2,0,0,1,0,1,0,0,0,1,0,1,1.945910149,0
115410,2018,diourbel,4,2,5,0,1,0,1,0,2,0,1,0,2,0,0,3,0,1,2.397895273,0
115411,2018,diourbel,8,4,3,8,1,2,1,2,1,2,0,2,1,4,2,3,1,1,3.135494216,0
115412,2018,diourbel,3,4,8,2,0,1,4,0,3,1,2,0,0,0,0,2,3,1,2.833213344,0
11542,2018,diourbel,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1.386294361,0
11543,2018,diourbel,1,2,6,1,1,0,1,0,2,1,2,0,1,0,0,1,1,0,2.302585093,0
11544,2018,diourbel,3,4,2,2,0,0,0,1,1,1,2,0,2,2,0,1,1,0,2.397895273,0
11545,2018,diourbel,5,5,6,3,0,0,3,1,3,1,0,1,2,1,0,2,3,2,2.944438979,0
11546,2018,diourbel,3,0,3,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1.791759469,0
11547,2018,diourbel,1,1,1,3,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469,0
11548,2018,diourbel,3,5,0,2,0,0,0,1,0,0,0,1,4,0,0,3,1,0,2.302585093,0
11549,2018,diourbel,3,0,1,5,0,1,0,2,1,1,0,1,0,2,0,1,0,0,2.197224577,0
1155,2018,dakar,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289,0
1156,2018,dakar,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1.609437912,0
1157,2018,dakar,6,3,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,2.197224577,0
11571,2018,diourbel,1,2,5,0,0,0,1,0,3,0,1,0,1,0,0,1,1,0,2.079441542,1
115710,2018,diourbel,4,5,5,5,0,2,3,1,0,1,2,1,2,0,3,4,0,0,2.944438979,1
115711,2018,diourbel,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289,1
115712,2018,diourbel,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.386294361,1
11572,2018,diourbel,3,2,5,4,0,0,2,2,2,1,1,2,1,1,0,0,1,1,2.63905733,1
11573,2018,diourbel,3,2,0,2,0,1,0,0,0,0,0,2,2,1,0,0,0,1,1.945910149,1
11574,2018,diourbel,1,2,1,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1.791759469,1
11575,2018,diourbel,3,2,2,5,0,0,2,2,0,3,1,0,1,1,0,2,0,0,2.48490665,1
11576,2018,diourbel,3,1,5,7,0,2,2,2,2,2,1,1,0,1,1,2,0,0,2.772588722,1
11577,2018,diourbel,5,7,8,6,3,2,2,2,2,0,1,2,3,1,3,2,1,2,3.258096538,1
11578,2018,diourbel,2,1,4,1,2,0,0,0,1,0,1,1,1,0,0,2,0,0,2.079441542,1
11579,2018,diourbel,4,0,1,4,1,0,0,3,0,0,0,2,0,1,0,1,0,1,2.197224577,1
1158,2018,dakar,4,2,1,3,0,1,0,0,0,1,1,1,1,2,1,1,0,1,2.302585093,0
1159,2018,dakar,4,4,2,2,1,0,1,0,0,2,0,0,2,0,2,3,0,1,2.48490665,0
11591,2018,diourbel,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1.386294361,1
115910,2018,diourbel,2,1,2,2,2,0,0,1,0,1,0,0,0,1,1,1,0,0,1.945910149,1
115911,2018,diourbel,3,3,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,0,2.079441542,1
115912,2018,diourbel,2,1,4,1,2,0,1,1,1,0,0,0,0,0,1,1,0,1,2.079441542,1
11592,2018,diourbel,1,2,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1.791759469,1
11593,2018,diourbel,3,1,1,3,1,0,0,1,0,2,0,0,0,2,0,1,1,0,2.079441542,1
11594,2018,diourbel,1,1,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912,1
11595,2018,diourbel,2,0,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.609437912,1
11596,2018,diourbel,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.098612289,1
11597,2018,diourbel,2,1,2,4,0,1,1,3,1,0,0,0,0,0,1,2,0,0,2.197224577,1
11598,2018,diourbel,5,4,8,4,2,0,5,1,0,2,1,1,0,2,3,1,1,2,3.044522438,1
11599,2018,diourbel,4,3,1,1,0,0,1,1,0,0,0,0,2,3,0,0,1,1,2.197224577,1
11611,2018,diourbel,5,5,2,8,0,1,1,3,0,2,3,2,3,2,0,2,0,1,2.995732274,1
116110,2018,diourbel,5,0,7,1,2,0,1,0,1,0,3,2,0,2,0,1,0,1,2.564949357,1
116111,2018,diourbel,3,2,2,4,0,2,2,0,0,2,0,0,0,0,0,3,2,0,2.397895273,1
116112,2018,diourbel,1,3,4,0,1,0,2,0,0,0,1,0,2,1,1,0,0,0,2.079441542,1
11612,2018,diourbel,2,1,2,3,2,2,0,1,0,0,0,0,0,2,1,0,0,0,2.079441542,1
11613,2018,diourbel,3,4,4,0,0,0,0,0,3,0,1,0,3,0,0,2,1,1,2.397895273,1
11614,2018,diourbel,3,3,2,2,1,0,1,0,0,1,0,2,2,0,0,1,1,1,2.302585093,1
11615,2018,diourbel,8,2,3,6,1,2,1,3,1,0,0,3,2,3,0,2,0,1,2.944438979,1
11616,2018,diourbel,5,0,1,4,0,0,1,3,0,1,0,0,0,2,0,1,0,2,2.302585093,1
11617,2018,diourbel,7,3,3,8,1,2,1,2,1,2,0,2,0,3,2,3,1,1,3.044522438,1
11618,2018,diourbel,1,4,1,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1.945910149,1
11619,2018,diourbel,3,5,0,1,0,0,0,0,0,0,0,2,4,0,0,2,1,0,2.197224577,1
11631,2018,diourbel,3,3,1,4,1,3,0,0,0,0,0,2,1,0,2,1,0,1,2.397895273,1
116310,2018,diourbel,2,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.386294361,1
116311,2018,diourbel,2,1,3,2,1,1,2,1,0,0,0,0,0,1,1,0,0,1,2.079441542,1
116312,2018,diourbel,4,3,1,4,0,2,1,1,0,0,0,1,0,3,2,1,1,0,2.48490665,1
11632,2018,diourbel,9,3,7,8,3,2,3,1,1,4,0,1,2,7,1,1,0,1,3.295836866,1
11633,2018,diourbel,3,1,5,2,0,0,2,0,2,0,2,2,0,2,0,1,0,0,2.397895273,1
11634,2018,diourbel,2,0,1,3,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1.791759469,1
11635,2018,diourbel,3,0,2,3,0,1,1,1,1,0,0,1,0,2,0,0,0,1,2.079441542,1
11636,2018,diourbel,5,2,2,4,2,1,0,2,0,1,1,0,0,3,0,0,1,2,2.564949357,1
11637,2018,diourbel,2,3,6,3,0,0,0,0,1,1,6,2,0,0,1,2,1,0,2.63905733,1
11638,2018,diourbel,2,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1.609437912,1
11639,2018,diourbel,1,1,2,2,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1.791759469,1
11651,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,1
116510,2018,diourbel,3,1,4,1,1,0,1,0,1,0,1,1,0,0,0,2,1,1,2.197224577,1
116511,2018,diourbel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
116512,2018,diourbel,7,5,5,4,2,2,2,2,1,0,0,0,3,4,2,2,0,1,3.044522438,1
11652,2018,diourbel,2,2,2,2,0,0,2,1,0,0,0,1,2,1,0,1,0,0,2.079441542,1
11653,2018,diourbel,3,2,5,4,2,1,0,2,2,1,2,0,0,1,1,2,0,0,2.63905733,1
11654,2018,diourbel,3,3,2,4,0,1,1,2,0,1,2,0,0,1,2,2,0,0,2.48490665,1
11655,2018,diourbel,5,2,6,4,1,1,3,3,1,0,1,0,0,1,1,3,1,1,2.833213344,1
11656,2018,diourbel,2,1,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.609437912,1
11657,2018,diourbel,2,4,0,1,0,1,0,0,0,0,1,1,2,0,0,0,1,1,1.945910149,1
11658,2018,diourbel,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1.386294361,1
11659,2018,diourbel,1,0,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.386294361,1
11671,2018,diourbel,1,1,2,2,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1.791759469,1
116710,2018,diourbel,6,5,3,3,1,0,0,0,1,3,1,0,1,2,4,3,0,1,2.833213344,1
116711,2018,diourbel,3,2,0,2,0,1,0,0,0,1,0,0,1,1,0,2,1,0,1.945910149,1
116712,2018,diourbel,2,2,0,9,0,3,0,2,0,2,1,2,0,1,0,1,1,0,2.564949357,1
11672,2018,diourbel,2,2,4,1,2,0,0,0,1,0,1,1,1,1,1,0,0,1,2.197224577,1
11673,2018,diourbel,3,1,2,2,2,1,0,1,0,0,0,0,1,2,0,0,0,1,2.079441542,1
11674,2018,diourbel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11675,2018,diourbel,3,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1.609437912,1
11676,2018,diourbel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11677,2018,diourbel,2,1,2,3,0,1,1,0,0,2,1,0,0,1,1,1,0,0,2.079441542,1
11678,2018,diourbel,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.386294361,1
11679,2018,diourbel,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,1
11691,2018,diourbel,1,2,1,4,0,2,0,2,0,0,1,0,1,1,0,0,1,0,2.079441542,1
116910,2018,diourbel,4,2,4,3,1,2,1,1,0,0,2,0,2,2,0,0,0,2,2.564949357,1
116911,2018,diourbel,1,3,0,2,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1.791759469,1
116912,2018,diourbel,4,1,4,5,0,2,2,2,0,1,3,0,0,2,0,1,0,1,2.63905733,1
11692,2018,diourbel,4,1,1,4,0,1,0,2,0,1,1,0,0,0,0,2,1,2,2.302585093,1
11693,2018,diourbel,6,2,2,4,0,1,2,0,0,2,1,1,1,1,0,3,0,2,2.63905733,1
11694,2018,diourbel,2,0,2,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1.609437912,1
11695,2018,diourbel,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.791759469,1
11696,2018,diourbel,2,0,2,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1.609437912,1
11697,2018,diourbel,3,2,0,3,0,1,0,1,0,1,0,0,1,2,1,0,0,1,2.079441542,1
11698,2018,diourbel,1,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1
11699,2018,diourbel,4,0,1,1,0,0,1,1,0,0,0,0,0,2,0,1,0,1,1.791759469,1
1171,2018,dakar,3,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1.609437912,0
11710,2018,dakar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.098612289,0
11711,2018,dakar,3,2,5,1,2,0,2,1,1,0,1,0,0,2,0,1,1,0,2.397895273,0
117110,2018,diourbel,2,1,3,2,1,1,2,1,0,0,0,0,0,1,1,1,0,0,2.079441542,1
117111,2018,diourbel,1,1,3,4,1,1,0,2,0,1,2,0,0,0,0,1,1,0,2.197224577,1
117112,2018,diourbel,3,1,2,3,1,1,1,1,0,0,0,1,1,1,0,2,0,0,2.197224577,1
11712,2018,dakar,6,10,3,2,1,0,0,1,1,1,1,0,4,2,2,4,4,0,3.044522438,0
11713,2018,diourbel,2,0,3,3,1,1,0,2,1,0,1,0,0,1,0,1,0,0,2.079441542,1
11714,2018,diourbel,2,2,3,6,2,1,0,2,1,0,0,3,1,1,0,1,1,0,2.564949357,1
11715,2018,diourbel,1,1,4,3,1,0,1,0,2,1,0,2,0,0,0,1,1,0,2.197224577,1
11716,2018,diourbel,3,0,2,1,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1.791759469,1
11717,2018,diourbel,1,2,4,0,0,0,1,0,2,0,2,0,0,1,1,0,0,0,1.945910149,1
11718,2018,diourbel,2,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1.609437912,1
11719,2018,diourbel,1,1,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1.609437912,1
1172,2018,dakar,4,3,0,3,0,2,0,0,0,0,0,1,1,0,2,3,0,1,2.302585093,0
1173,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11731,2018,SAINT-LOUIS,4,1,2,1,0,0,1,1,1,0,0,0,0,0,0,3,1,1,2.079441542,0
117310,2018,SAINT-LOUIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117311,2018,SAINT-LOUIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117312,2018,SAINT-LOUIS,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,0
11732,2018,SAINT-LOUIS,2,0,3,1,0,0,1,1,2,0,0,0,0,0,0,1,0,1,1.791759469,0
11733,2018,SAINT-LOUIS,4,1,0,3,0,0,0,1,0,1,0,1,0,2,1,1,0,1,2.079441542,0
11734,2018,SAINT-LOUIS,3,2,2,2,0,1,0,0,1,1,1,0,1,0,1,2,0,1,2.197224577,0
11735,2018,SAINT-LOUIS,3,1,3,2,0,0,0,1,0,0,3,1,0,1,0,1,1,1,2.197224577,0
11736,2018,SAINT-LOUIS,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1.791759469,0
11737,2018,SAINT-LOUIS,2,1,1,3,0,0,0,1,1,0,0,3,0,0,0,1,1,0,1.945910149,0
11738,2018,SAINT-LOUIS,2,1,1,2,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1.791759469,0
11739,2018,SAINT-LOUIS,1,1,5,0,0,0,0,0,2,0,3,0,1,0,0,0,0,1,1.945910149,0
1174,2018,dakar,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1.791759469,0
1175,2018,dakar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0
11751,2018,SAINT-LOUIS,2,1,4,2,0,1,0,1,3,0,1,1,0,0,1,1,0,0,2.197224577,0
117510,2018,SAINT-LOUIS,1,1,3,2,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1.945910149,0
117511,2018,SAINT-LOUIS,4,7,3,1,1,0,1,0,1,1,0,0,5,2,2,1,0,1,2.708050201,0
117512,2018,SAINT-LOUIS,5,4,1,6,1,1,0,3,0,2,0,0,1,3,3,1,0,1,2.772588722,0
11752,2018,SAINT-LOUIS,3,2,3,3,0,1,3,1,0,0,0,1,0,0,2,2,0,1,2.397895273,0
11753,2018,SAINT-LOUIS,4,7,5,7,0,2,4,2,0,1,2,2,3,2,2,1,1,1,3.135494216,0
11754,2018,SAINT-LOUIS,9,8,11,7,2,1,2,3,5,2,2,1,2,6,5,1,1,2,3.555348061,0
11755,2018,SAINT-LOUIS,3,5,4,2,2,1,1,0,1,1,0,0,3,2,1,0,1,1,2.63905733,0
11756,2018,SAINT-LOUIS,2,3,4,4,0,0,1,2,0,1,3,1,1,1,2,1,0,0,2.564949357,0
11757,2018,SAINT-LOUIS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0
11758,2018,SAINT-LOUIS,7,9,8,10,2,2,3,3,1,4,2,1,6,4,2,1,1,2,3.526360525,0
11759,2018,SAINT-LOUIS,8,8,13,6,2,0,3,4,5,1,4,3,3,0,2,5,2,1,3.555348061,0
1176,2018,dakar,6,7,1,0,0,0,1,0,0,0,1,0,4,0,0,2,2,4,2.63905733,0
